2-gram	*/*	2/*	3/*	4/*	5/*	6/*	7/*	8/*	9/*	2/1:2	3/1:2	3/2:3	4/1:2	4/2:3	4/3:4	5/1:2	5/2:3	5/3:4	5/4:5	6/1:2	6/2:3	6/3:4	6/4:5	6/5:6	7/1:2	7/2:3	7/3:4	7/4:5	7/5:6	7/6:7	8/1:2	8/2:3	8/3:4	8/4:5	8/5:6	8/6:7	8/7:8	9/1:2	9/2:3	9/3:4	9/4:5	9/5:6	9/6:7	9/7:8	9/8:9	*/1:2	*/2:3	*/3:4	*/4:5	*/5:6	*/6:7	*/7:8	*/8:9	*/9:10	*/-9:-8	*/-8:-7	*/-7:-6	*/-6:-5	*/-5:-4	*/-4:-3	*/-3:-2	*/-2:-1
IR	8886799024	6928807	352816449	673379660	3812534022	980466828	694528292	968674037	521425147	6928807	16253571	336562878	103454328	371546557	198378775	59241698	1263000549	273424276	2216867499	13993373	321802156	284931101	296610509	63129689	45319281	165466074	67361797	144560872	249065456	22754812	12752791	367712471	53983994	167546704	321502705	31251376	13923996	27373336	215789088	71992064	90623260	73059017	11151357	21652937	9784088	383537367	3277960588	980520929	3169372479	858727221	96691452	48356144	35428206	10430415	126558239	429858695	619520631	344516421	706032706	2145950642	1308520704	2870803647
SU	8774129154	8247112	213341335	1320299412	383733094	1164879656	1868113257	1265082829	878125144	8247112	209037437	4303898	1316918684	1100615	2280113	133059893	61851505	187613407	1208289	515612077	752647	529615850	118745956	153126	1112070212	183854504	334019373	232463247	4789638	916283	704623400	2287530	83790905	225208840	243093342	5501483	577329	564726422	0	138027218	86933952	52319990	20171743	15844086	101733	5807926161	256097255	1434980851	870447575	315354842	42449774	33797269	8267235	1619117	643844043	864083448	1327010865	878741163	753474318	2422514266	546114167	17787883
ID	8332214014	20694347	856052828	1750408607	904843126	786335117	893466058	1036628822	711091908	20694347	7629241	848423587	166254007	455327993	1128826607	157219643	217126140	192501734	337995609	17691411	285807563	129551442	202590021	150694680	7111039	53311902	96660692	309329315	368893346	58159764	122786324	48028685	199673450	198674698	368278022	65142079	34045564	33878469	27487047	61680167	127138692	298781984	97730710	46249096	18145743	678999306	1977672168	1852666667	1249678894	1749605653	584071261	141372594	35079363	32684086	153669489	347658879	232120457	801633931	1266893659	1332538556	1380648780	2609482005
OS	8176085241	9496745	69602897	1618187640	1542261319	1062014871	741038410	1350881527	536959409	9496745	3750535	65852362	4497203	1583635022	30055415	11870842	215093763	1270251992	45044722	11446669	360274806	167801926	456695138	65796332	9201121	133238290	166834633	145865546	261795183	24103637	1478188	719431933	73857795	169975954	344568925	27363317	14205415	2943596	173471009	77659055	38415563	135109423	70176661	26509635	12674467	86441517	3499539878	1915097294	1107648573	1160583030	214237921	108773852	39580269	25139150	200720774	328388058	1188881024	395308235	906944494	1006550759	3639627961	273864018
IV	8116349309	70418238	37251154	652131790	1054915889	674615957	722373370	1050313996	1066665506	70418238	6446587	30804567	7892355	627560372	16679063	6259901	938346118	107763759	2546111	784028	366266772	93579420	212410445	1575292	1058040	121239628	194698294	235922817	169324943	129648	224705	141927964	40800298	218430906	289272428	359657695	0	415318	107754350	85572367	70411425	83939311	85268551	633196746	107438	93640437	2404018235	886626501	1307404316	630492914	592863690	859767944	524326426	484947466	49623282	543299122	742560576	282847481	1283077893	1835808444	3151362973	122260357
IA	8072199471	6076327	59496246	96902602	413638009	876665476	1033594004	1364371039	1442739933	6076327	8919718	50576528	2257359	43615579	51029664	0	67752824	117760201	228124984	559236	68701977	35730458	631034030	140639775	134549	62595676	17371822	124535229	647315289	181641439	0	104801710	22289263	188520258	180917611	634608878	233233319	0	92627644	5327623	209617751	118622898	337613855	580004532	98925630	18485534	532083523	256983622	1474938396	1284580476	1932057440	1193910082	663721899	373666468	46167169	163409046	292730285	891553068	960852540	1109805822	3332870377	1225525442
AM	8032259916	236082024	84617776	1572000637	1044273654	1251082919	1399343576	1183445925	534394485	236082024	18581645	66036131	38244334	1385539276	148217027	378385650	344129826	200100325	121657853	189903504	625829008	83284353	256711043	95355011	270835278	171076185	458786655	108378650	37664024	352602784	381429141	282979149	222842785	104504716	37697574	130956355	23036205	177453084	103963097	84038692	56880618	47754561	34305297	9502683	20496453	1775304516	3015845172	1313612300	731852900	358927556	675626063	61182822	34708193	47080135	289391446	563334039	784440503	694975575	1735466658	663127038	2044560110	1104547631
FI	8024355222	5698702	234493097	1028942976	1650404931	943866925	978075332	808884787	731799468	5698702	232413165	2079932	1025238206	1300886	2403884	1638291644	563499	11138400	411388	660666013	1614823	215221320	66041873	322896	511625121	651423	214913873	122712622	127706093	466200	200453724	0	250775476	69115878	135466082	153073627	0	176436587	0	96482223	190405675	32903006	230377096	5194881	0	4499526605	6386740	1041490017	830712697	475942682	820878057	202709401	127393494	15632197	380755646	680719061	968831472	1339257617	2003412780	1864171345	672976604	11383002
CI	7936922442	7634494	71086751	348092264	209767755	694096286	1383739294	1255626533	1229823587	7634494	49012400	22074351	256555728	85117772	6418764	151722155	24251733	29145424	4648443	139144172	5597146	511270883	35096752	2987333	95663149	145842269	488159489	488205289	164560661	1308437	107534034	43243677	285757871	235743546	536539184	44941841	1866380	40597862	11014040	222766619	164150607	453234337	331700145	5917819	442158	1069842264	439043444	1772266609	1186567181	1988296298	834226816	387439507	162707811	60500458	299897713	454704972	751227127	1381272871	1645404949	2584960350	421963779	49732855
VI	7600241898	43394597	108239792	395796507	557493877	1369458093	1372140901	1506319191	820902430	43394597	96489456	11750336	315098599	69230365	11467543	273242700	20371822	261258692	2620663	288702840	2825845	1028025170	49417702	486536	383776338	47213232	324993945	606631959	9060001	465426	251979052	167919221	212168634	547568724	324203108	2480452	0	128705555	32348068	156477118	198779799	83212477	213856029	7523384	0	1858771673	354246674	2250247171	1666718072	921060017	351102430	74356303	49952449	57698355	243852285	375967872	1047099797	1186600951	1306203538	2661740583	505350251	70185101
PL	7415349106	7390287	10812603	354970510	943868243	1806792774	1238369040	997670495	648263451	7390287	7831636	2980967	347101614	2038594	5830302	784823609	21848561	134261837	2934236	546931396	16875288	47401562	1195584528	0	284008197	5767348	341944376	266249329	340399790	0	259787053	23191398	287465134	287306240	81287333	58633337	0	96186249	12917447	251652578	141584811	31135202	19160945	95626219	0	2398706788	90410678	1640226336	2259987707	509513157	259581544	230397966	7723397	3558913	383248755	554857478	867289460	1033474022	1558287259	879688324	1849079944	19135792
IG	7189051323	2416442	284867938	488280594	1589016751	1408449337	810866877	877384990	594605278	2416442	6773930	278094008	2020665	474194641	12065288	695087	1522688240	57669500	7963924	14847725	875481515	362595794	147599783	7924520	26316499	357202412	109640938	145360824	165659472	6686732	27011749	162107390	237751611	257979958	123180105	69354177	0	19075556	143451696	74003055	230965588	27242309	77982204	20856308	1028562	100644932	4103880143	1028442193	1054369470	442731536	195244957	247152798	10696123	3970279	153759013	390261170	496378207	994463596	1338065650	2255647147	942428995	317307563
TU	7187510085	5332407	16457056	214993812	423887599	1168971570	1400415855	1069450690	993193335	5332407	13489034	2968022	203807906	4023255	7162651	104415379	292341605	23877470	3253145	228756954	50385862	728539674	160715038	574042	107469954	309577923	234414046	712114774	36016187	822971	29589636	190276307	250761169	399517852	165631591	32792707	881428	16206088	9673074	241574090	128837923	92437687	472422223	31026111	1016139	732031871	867993171	1572965902	1501554712	383863208	1052805470	470623260	449497499	131717929	57146259	298666464	713134745	1319319643	1310834177	3099063056	316034749	22010805
EV	7184041787	3989337	36103376	963725634	1250434071	568557784	1595935699	968061311	520545675	3989337	17647930	18455446	942375046	17717359	3633229	490591807	743506989	15843351	491924	118404765	382187272	50340292	17625455	0	136988776	619709511	92163920	560145290	186189101	739101	270308002	209048049	123216656	50401995	304615406	7181352	3289851	117698701	211632084	76958678	20299229	61528846	27671885	1087088	3669164	2392475327	2846206554	515799753	721198411	611751255	55019942	29874166	7096924	4253257	298866048	663901060	507645953	897619745	1098217728	2642698423	264095781	37325790
LD	7122648226	2303672	389614553	784846438	3488435366	1172117662	213408680	683457679	228447817	2303672	3636570	385977983	1456934	6487540	776901964	0	77226260	52416358	3358792748	0	31339713	127702774	97758685	915316490	0	18822731	123812743	41100714	12211526	17460966	0	6949928	86735692	494294910	38165216	13930901	43381032	0	2997305	12653901	92263649	33622506	223304	5299947	81387205	7397176	532162541	1199809912	4093510345	1009154129	39637343	59216241	135642538	28058999	4452151	22832036	31229033	204704988	726030379	299298275	212547387	5618711084
RY	6985436186	2311721	179044422	913204101	1037926242	595107849	1549700251	1011765413	824555278	2311721	3649522	175394900	6443550	3110927	903649624	2036076	16442227	3062810	1016385129	406613	105083214	4242307	9186178	476189537	1102166	25225354	30273827	6812988	2245703	1484040213	224265	13727677	15913278	128152708	1807553	358792	851581140	0	1168654	3955165	32390814	3663234	0	0	783377411	16173913	367223253	967009338	1331861108	486756434	1505601492	854961240	788843024	253135492	5123737	9946518	153711218	89238440	279795793	36911956	22596958	6358088922
MP	6743935008	3982455	15530166	134165488	151756514	642473849	1235856122	1155374910	1098403146	3982455	7964818	7565348	1296654	2188973	130679861	0	61478684	57600918	32676912	0	178129458	423916771	36737836	3689784	0	248549332	532235520	351499015	102768427	803828	0	342179314	617018945	134698758	48428185	12662510	387198	0	570752328	441646815	29521588	50909808	2953841	1325329	1293437	13243927	2116445339	3304240765	645751199	482131785	154630913	17528243	8131732	1432637	878026753	1133231027	938408512	1054962062	903320858	892106441	221507141	181078823
FE	6670566518	10661069	380777396	1399841792	311490196	796644415	831089428	739106091	1129376357	10661069	378830150	1947246	619755769	408474	779677549	161596758	0	125019218	24874220	188601809	246044	463429862	134115412	10251288	353326437	555679	345637871	108342742	20152770	3073929	302506154	781035	288689857	48891682	21197550	66503115	10536698	54756960	0	417187897	600865960	10676104	36557165	1466916	7865355	2145874401	3938478	2607253261	1524189126	118887967	225787550	22708246	17557083	2009380	212065031	579134348	1125465069	1154274280	578017618	1254630803	729803251	849329590
BL	6581097936	3631301	4265091	307790097	885460346	804943643	695480171	1329035781	770179895	3631301	2605817	1659274	119859590	184872850	3057657	541417124	630483	343279662	133077	97478673	7988843	425475704	273776668	223755	106056445	31454899	37759378	285050758	235158691	0	79283508	7421218	39765946	216245370	94241734	892078005	0	53221809	8188739	142984759	8766543	73441830	90338277	392991117	246821	1035693565	292965481	1154284300	795127682	661216989	1022744654	415056058	585857847	269510298	174978538	175963474	418874697	219680006	903772116	1039163415	3517702292	8951885
AB	6479202253	11639055	49618408	300448327	1897227266	503781762	509152106	709640622	761999583	11639055	22567970	27050438	199102097	58579152	42767078	1398769196	475346896	19087451	4023723	112023031	219355824	160630441	3094874	8677592	207386371	105210908	65540266	127002325	3404739	607497	176105958	53736353	38230870	42686196	397924439	956806	0	113481995	25787736	94122272	77209098	86786263	363980135	632084	0	2385772257	1048597624	462603625	580708228	615493841	427634999	466340916	191594543	208817566	267321578	386429433	568445220	342278342	1836650758	2630430837	108323076	94765383
GH	6414827751	1754665	3094901	408354536	1598700585	1490358878	1459731482	758995551	233628339	1754665	2120441	974460	976818	550177	406827541	20902181	0	1479672596	98125808	9856718	887562	479044165	483602095	516968338	4915512	0	142973888	106207594	549711546	655922942	1050722	0	94768137	198380419	79539179	93484266	291772828	128441	0	48594008	67638710	27825166	3666190	67567176	18208648	42149385	2412199	2721484936	1046388067	1224484352	874374148	432576303	37941695	18960749	55478426	60872176	109550692	202004274	508489249	728503365	2699369321	2011194298
TY	6408447994	2519005	4142759	541711062	704886191	727131634	1076060443	1068792133	831589750	2519005	913715	3229044	204813105	269420	336628537	118816523	80073559	2451786	503544323	13600407	19554812	362881	6691664	686921870	67399285	3654247	1566293	5117030	605559	997718029	9216244	4276862	667756	4852187	5789041	138986	1043851057	29782130	4974959	669432	4682755	8775991	17075709	176168	765452606	459405573	118325371	343848832	530152135	707630381	1026206748	1056486247	766206118	592774831	30577266	16545724	78170246	29651885	169217487	316573032	11391341	5739498342
OP	6313536754	33898060	136163734	603216972	300909130	1272336170	771660166	798368271	506597834	33898060	6157248	130006486	191318812	226152840	185745320	47271050	97024724	143745975	12867381	130384337	129435472	796034353	167761164	48720844	295410517	127259936	229433551	16741895	24937231	77877036	179740558	27192911	397982734	125801819	18337829	31828357	17484063	198533363	44735827	62075297	30561355	10690943	140267523	17700453	2033073	1374677378	1005752320	2151545607	405164086	305664957	730140592	225014449	56689912	27024819	540996244	473011013	586301910	1057413266	656508643	1381249803	646923292	522726648
WO	6252724050	4000633	1080199805	962039843	3069689372	236075979	462688441	146783567	184688980	4000633	45745540	1034454265	960533233	1506610	0	3035095091	34313527	280754	0	227965705	5306758	2484281	319235	0	375204353	10485209	1607113	75093961	0	297805	72994913	970863	7557765	28752227	36400827	0	106972	95002001	1368544	2842089	1391549	14914679	68542293	106043	521782	4863781188	1088789619	16004556	109436902	61772728	93002738	12830317	4018940	2977299	95002001	75501977	386595141	260939025	3113105707	1184740585	47958182	1039491220
SA	6147356936	13563836	691930135	1898312333	454578150	636585349	434025610	501666206	659550485	13563836	656407777	35522358	1856966526	7879713	33466094	316617440	38379880	75365843	24214987	462821020	21062151	64428302	68593273	19680603	202835909	2813883	27808564	155890862	33216379	11460013	149835467	6440302	56852445	84326427	127122229	71918124	5171212	167096331	973501	28231372	55439951	77145056	258290598	70002488	2371188	3995420031	113195902	454692768	447192678	331922871	436776318	284443042	44336443	23450451	213418790	224156629	306341749	806997157	601384254	2553656402	990481059	147359803
AY	6128842727	4746044	2973688319	1096371096	427665257	824686656	413407505	240889375	107540010	4746044	3968321	2969719998	2135141	548708774	545527181	2956635	142605109	49780795	232322718	986177	191128337	142464756	335732984	154374402	374837	97367721	104950910	28232598	12046826	170434613	921177	46744481	4488887	19038883	21072025	61005318	87618604	1094804	4806956	4269694	9703609	7972284	34525797	6927525	38239341	17345361	4004101280	861173904	626104715	196608140	276717284	98747219	39560787	5053323	6291104	12254645	52254020	114274265	337593802	373805041	1020639963	4210205907
EX	6035335807	31170141	81475611	356652767	311273423	680408529	1121156407	932885599	1060122917	31170141	10220080	71255531	20789010	320690159	15173598	158786929	76192022	414328	75880144	520096098	115548001	9777416	450259	34536755	882787077	56365915	8759930	12810697	70521035	89911753	860356867	29444722	17159489	4321891	19439340	1048706	1114584	971202650	27067731	36697020	565259	9709537	10510714	1315087	3054919	4765671650	699886728	159677014	103064789	145172762	145495077	4718698	11020710	526789	998993863	925665052	959105061	604640269	335737986	150426989	404836685	322501879
KE	6027536039	2239952	99700585	2112995972	1058895100	1420159730	624859725	355310607	151435555	2239952	95745317	3955268	295876807	1413944	1815705221	60464112	1858256	766631773	229940959	49839187	16425559	150220806	1078581089	125093089	91205552	3112295	7637533	262001104	214589674	46313567	28985551	24219239	43011400	58282948	71610724	117663058	11537687	5076371	6606520	6125385	68557618	13671481	7500843	24810386	19086951	635247656	61459511	2802935263	1752809327	454306049	182240885	42056158	59999377	28758746	15995374	87098073	154409905	179783772	158690389	802974553	2350548218	2268979601
FR	6011200185	7734184	17915815	3707714977	367125884	645214926	407700291	261393281	267205450	7734184	14489932	3425883	3704380424	3175953	158600	362185316	316253	4624315	0	524378633	103388106	16237573	1210614	0	320340090	62916599	11498817	12944785	0	0	222369751	7988539	7526471	16424193	7084327	0	0	240858099	2436548	8172875	5319491	7035823	3382614	0	0	5621876735	185346557	105690991	68663199	19787968	9500155	216569	118011	0	247969879	256645754	349925141	604158020	504941965	3744345976	23500814	11318667
OO	5928601045	4084614	409436099	2364486479	1015076437	818892222	461096825	253277449	258846027	4084614	4906982	404529117	1472637	2361914776	1099066	948187	572632718	437371700	4123832	1766180	304175181	198880199	304052428	10018234	1435881	240082768	31510659	109774216	77449815	843486	0	83092593	62391871	6665008	16262581	80710624	4154772	184926	61949286	10859497	11779303	1250354	20260884	151748214	813563	14976862	4151710494	755343853	448953212	111154002	116814046	170556176	111141499	9008033	37330710	69727349	99546076	326535223	354763513	945024040	3559941925	429787418
AV	5778409728	6360511	16100984	3114595881	615921015	677776261	455745767	296926658	354424932	6360511	10789990	5310994	13722070	3098807880	2065931	82050743	261134963	271541210	1194099	35214019	389529470	235700696	14772370	2559706	147437346	85418466	192770248	20117360	10002347	0	38044675	72474055	36613497	117657639	24972877	4135784	3028131	164484654	57082570	43249738	57156413	21619679	3583850	7004800	243228	516056080	4018180130	824974497	259618151	108659817	16069353	22313215	11762042	610799	229181006	142542581	316211829	232787270	815467547	571285518	3418760256	20869451
AG	5772552144	5496170	332290973	308554293	882623349	576401966	1360914829	798433525	583420036	5496170	286441662	45849311	73047005	200242083	35265205	449540708	203965276	228414271	703094	175941948	74713239	174914388	142424798	8407593	423905502	59003747	131987343	176996457	566935868	2085912	56513120	85967408	66314218	78676858	127832269	383129652	0	127025429	64135500	92745415	42355485	31328559	91495409	132414686	1919553	1773675373	787011013	844306886	658915204	792759857	515106095	264291841	96870973	15244377	220248855	185139706	837812138	390532370	816728079	966102500	2022617087	100083221
IF	5731148470	1564986692	9297560	785769186	220495442	148432831	294135560	390058646	906555328	1564986692	5078220	4219340	520426	783727939	1520821	130552	118080638	95398702	6885550	0	63633322	27836629	53915026	3047854	0	73207323	85187645	50919797	84820795	0	0	36350318	38826729	90618946	164412966	59744813	104874	0	558734901	18118543	28304106	188402844	78564054	34216802	214078	1570715890	2022030213	281913502	440883319	870852216	354596410	169699600	13062947	4602172	432102631	675798235	329099761	226762667	557180147	524122383	1121543717	1580979209
AP	5719570727	7962932	147598570	197999503	704405171	520693113	1403227285	857728286	490263034	7962932	35860362	111738208	18600440	99227384	80171679	217417743	354228550	110362872	22396006	188688129	174894181	103986979	47134376	5989448	281496022	426362776	393207712	51462902	241817382	8880491	426333227	287761907	83249069	35413728	17239369	3795101	3935885	174706240	80449047	24988953	42291545	39322258	59984215	67783713	737063	2084578154	1642460110	856436830	313944088	346797122	160121571	133445005	96148893	36374428	295447494	573445538	663314432	791456293	964800587	717853394	644405566	241947078
GR	5548472398	4078051	5295767	199984159	1540766379	870927135	831498856	602982643	474809329	4078051	2616902	2678865	195974401	3454051	555707	1442595107	43791359	53079471	1300442	651361907	65669415	137409222	15982978	503613	574242693	2249571	73986053	179004662	2015877	0	242023082	11929789	28137848	285971512	33829047	649819	441546	148173016	93112394	61137363	72865543	90900723	8620290	0	0	3387063486	343293622	472913033	759571857	348013998	148725630	42625896	24974403	10981390	267463111	510476180	830531159	979541445	1997032805	603371656	78792044	10163929
OD	5511014957	2558389	425420375	1240770265	778743734	909056281	534368097	512385438	286640845	2558389	22267710	403152665	20543572	461502410	758724283	8593451	365671033	155605571	248873679	5564108	386303977	47584826	60581181	409022189	3384147	67600217	216368859	19441173	204385615	23188086	2935221	84292107	292368833	39275590	47353468	28114040	18046179	0	41516058	60422679	14834086	66407762	4124235	34541373	64794652	66384504	1873237951	1765261986	406653833	1007959908	85325114	96504003	68748829	94182057	53372212	377422419	222046075	485550738	744231576	513778568	978341634	2057752839
